IN1000,https://www.uio.no/studier/emner/matnat/ifi/IN1000/h21/index.html
IN1020,https://www.uio.no/studier/emner/matnat/ifi/IN1020/h21/index.html
EXPHIL03,https://www.uio.no/studier/emner/hf/ifikk/EXPHIL03/h21/index.html
